Rk,Player,Nation,Pos,Squad,Age,Born,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Minutes_90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,2024-01-03 00:00:00,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Live,Dead,TB,Sw,TI,CK,In,Out,Str,Blocks,SCA,SCA90,PassLive,PassDead,TO,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,GA,PKA,PSxG,PSxG/SoT,PSxG+/-,/90,Att (GK),Thr,Launch%,AvgLen,Launch%.1,AvgLen.1,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
162,George Earthy,eng ENG,FW,West Ham,18,2004,2.5,2.5,2.5,100,2.65,2.65,1,1,3.8,0,0,0,0.75,0.75,0.31,1.75,1.75,0.4,40,42.5,94.1,457.5,107.5,30,32.5,92.3,10,10,100,0,0,,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,2.5,0,0,0,0,10,0,0,,42.5,0,0,0,0,0,0,0,0,0,5,5.29,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,45,0,2.5,0,,0,,32.5,0,0,0,0,37.5,7.5,,,,,,,,,,,,,,,,,,
163,Ederson,br BRA,GK,Manchester City,29,1993,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,30.9,34.9,39.9,87.3,838.1,568.9,8.9,8.93,99.6,18.1,18.4,98.2,7.73,12.3,62.7,0,0,0,0,0.03,0.81,0.03,0,0.13,0.16,0,0,0.06,0.13,0,0,0,0,0,0.03,0,1.72,0.26,0,100,34.9,5.08,0,0.29,0,0,0,0,0,0.03,0.23,0.23,0.16,0.06,0,0,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.03,41.5,31.2,0,0.03,100,0,0,27.4,0,0,0,0,27.2,0,,,,,,,,,,,,,,,,,,
164,Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,25,1998,0.4,2.95,1.1,37.3,2.95,1.1,0.14,0.37,13.7,0.17,0,0,0.36,0.36,0.12,0.05,0.05,17.3,14.4,20.2,71.1,179.5,40.7,9.48,12,79.2,3.53,4.62,76.3,0.4,0.64,63.6,0,0.07,0.06,-0.07,1.04,0.69,0.87,0.06,2.08,0.23,0,0,1.79,1.27,0.52,0.58,0.35,0.69,0,0,0,2.2,1.73,3.12,35.7,19.5,0.52,0.23,0,0,0.06,0,0,0,1.16,2.6,2.6,1.68,0,0.4,0.06,0.12,0.12,0.12,0,0,0,0,0,1.39,0.46,0.46,0.46,0.23,21.1,0.92,1.73,1.1,0,34.5,1.04,5.66,1.1,38,1.39,48,19.7,1.91,1.45,3.18,1.5,24,5.78,,,,,,,,,,,,,,,,,,
165,John Egan,ie IRL,DF,Sheffield Utd,30,1992,0,0.56,0.19,33.3,0.56,0.19,0,0,10.3,0,0,0,0.04,0.04,0.05,-0.04,-0.04,5.4,23.7,34.3,69.2,453.5,183,7.04,9.07,77.6,14.6,17,85.9,1.67,7.04,23.7,0,0,0,0,0,0.93,0.19,0,0.93,0.37,0,0,1.11,0.19,0,0,2.41,0.74,0,0.19,0,3.89,2.59,1.48,63.6,33.5,0.37,0,0,0,0,0,0,0,0.19,0.19,0.19,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0.74,0.37,0,0.74,36.4,1.11,3.52,7.22,0.19,47.6,10.7,1.67,0,,0,,19.6,0,0,0.37,0.19,24.6,0.19,,,,,,,,,,,,,,,,,,
166,Hjalmar Ekdal,se SWE,DF,Burnley,24,1998,0,0.41,0.2,50,0.41,0.21,0,0,16.4,0,0,0,0.02,0.02,0.03,-0.02,-0.02,4.9,39,44.3,88,694.7,191.4,13.5,14.5,93,22.2,24.5,90.8,2.45,3.47,70.6,0,0.02,0,-0.02,0.2,1.63,0,0,2.24,0.41,0,0,1.63,0.41,0,0,1.22,0.41,0,0,0,5.31,0.82,1.84,30.8,43.5,0.82,0,0.41,0,0,0,0,0,0.2,0.41,0.41,0.41,0,0,0,0,0,0,0,0,0,0,0,0.82,0.41,0.41,0,0.41,50,1.02,2.04,4.29,0,54.7,7.35,0.61,0.41,66.7,0.2,33.3,29,1.02,0,0.41,0.2,30.6,0.2,,,,,,,,,,,,,,,,,,
167,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21,2002,0.19,2,0.81,40.7,2,0.81,0.09,0.23,16.2,0,0,0,0.24,0.24,0.12,-0.06,-0.06,27.0,18.4,26.4,69.9,246.5,58.1,11.6,14.5,80.1,5.3,7.81,67.8,0.56,1.04,53.6,0.33,0.25,0.15,0.09,1.19,1.04,0.89,0.19,1.81,0.04,0,0,0.33,0.96,0.7,2.15,0.3,0.7,0,0,0,3.56,0.63,1.37,31.5,25.7,0.48,0.15,0.07,0.22,0,0,0,0,1.37,2.59,2.59,1.96,0,0.22,0.04,0.48,0.48,0.44,0,0,0,0,0.04,1.22,0.74,0.22,0.26,0.63,47.2,0.74,1.52,0.74,0.04,37.9,0.93,4.52,1.04,36.8,1.56,55.3,23.1,3.63,1.56,2.48,0.81,27.4,7.26,,,,,,,,,,,,,,,,,,
168,Harvey Elliott,eng ENG,"MF,FW",Liverpool,20,2003,0.2,3.27,1.07,32.7,3.26,1.07,0.06,0.19,20.8,0.13,0,0,0.18,0.18,0.06,0.02,0.02,15.0,55,65.7,83.7,872.1,206.7,30.5,33.1,92.1,18.5,21.5,86.1,4.4,7,62.9,0.4,0.23,0.31,0.17,2.47,5.07,3,0.73,8.53,0.13,0,0,0.47,0.87,0.07,4.13,0.4,1.13,0.07,0,0,5.2,0.6,0.87,40.9,62.1,2.93,0.2,0.53,0.67,1.27,0.6,0.47,0,1.13,5.2,5.19,4.07,0.6,0.13,0.13,0.67,0.67,0.4,0.07,0.07,0,0.07,0.07,1.8,0.53,0.93,0.33,0.67,32.3,1.8,2.2,0.47,0,76.1,0.53,4.73,0.6,45,0.67,50,48.1,2.93,0.6,1,0.6,57.3,8.13,,,,,,,,,,,,,,,,,,
169,Mohamed Elneny,eg EGY,MF,Arsenal,31,1992,0,6.67,3.33,50,6.43,3.21,0,0,25.8,0,0,0,0.33,0.33,0.04,-0.33,-0.33,0.3,130,133.3,97.5,2080,490,60,63.3,94.7,70,70,100,0,0,,0,0,0,0,0,6.67,0,0,3.33,0,0,0,3.33,0,0,0,3.33,0,0,0,0,6.67,3.33,3.33,50,130,3.33,0,0,0,0,0,0,0,0,3.33,3.21,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,150,3.33,3.33,0,,0,,90,3.33,0,3.33,0,123.3,0,,,,,,,,,,,,,,,,,,
170,Emerson,br BRA,DF,Tottenham,24,1999,0.08,0.47,0.23,50,0.47,0.23,0.17,0.33,22.5,0,0,0,0.02,0.02,0.03,0.06,0.06,12.9,72.6,80.5,90.3,1058.3,287.9,41,43.3,94.8,26.3,28.1,93.6,2.48,3.49,71.1,0,0.03,0.07,-0.03,0.23,3.26,0.54,0.16,4.42,0.31,0,0,1.09,2.95,0,1.09,1.55,1.86,0,0,0,6.36,1.16,1.63,41.7,70.9,9.46,0.08,0.16,5.81,0,0,0,0,1.78,1.63,1.63,1.16,0.16,0,0.08,0.23,0.23,0.08,0.16,0,0,0,0,2.79,1.78,0.78,0.23,1.63,48.8,1.01,4.34,3.88,0.08,94.6,7.98,0.93,0.78,47.6,0.47,28.6,53.2,1.63,0.16,1.16,0.93,63.1,2.71,,,,,,,,,,,,,,,,,,
171,Julio Enciso,py PAR,"MF,FW",Brighton,19,2004,0,5.28,1.51,28.6,5.31,1.52,0,0,21.2,0,0,0,0.26,0.26,0.05,-0.26,-0.26,5.3,24.9,33.6,74.2,347.5,106,14.5,16.8,86.5,7.74,10.9,70.7,1.7,2.26,75,0.38,0.32,0.25,0.06,1.7,2.26,0.75,0.38,3.96,0.38,0,0,1.13,1.89,0.19,1.51,0,0.38,0,0,0,2.45,0.19,0.38,33.3,31.7,1.51,0.38,0,0.19,0.38,0,0,0,0.94,4.34,4.34,2.83,0,0.94,0,0.38,0.38,0.38,0,0,0,0,0,1.13,0.57,0.38,0.19,0.38,28.6,2.08,1.13,0.57,0,48.5,0.94,3.96,3.21,58.6,1.32,24.1,36.4,5.28,1.32,2.83,1.51,38.1,5.47,,,,,,,,,,,,,,,,,,
172,Wataru Endo,jp JPN,MF,Liverpool,30,1993,0.05,0.52,0.16,30,0.52,0.16,0.1,0.33,22,0,0,0,0.03,0.03,0.05,0.03,0.03,19.1,60.6,68.8,88,933.1,264.3,33,35.8,92.3,24.4,27,90.3,2.36,3.3,71.4,0,0.09,0.08,-0.09,0.84,5.71,0.94,0.1,5.29,0.52,0,0,2.62,1.31,0,0.21,1.05,1.47,0,0,0,5.65,1.62,1.41,53.4,67.8,0.84,0.26,0.05,0.1,0,0,0,0,0.99,2.83,2.82,2.25,0,0.1,0.16,0.16,0.16,0.16,0,0,0,0,0,2.51,0.58,1.62,0.31,1.05,32.8,1.15,3.56,1.62,0.16,79.3,2.51,0.47,0.52,62.5,0.26,31.3,46.6,0.52,0.1,1.41,1.15,57.5,1.1,,,,,,,,,,,,,,,,,,
173,Christian Eriksen,dk DEN,MF,Manchester Utd,31,1992,0.08,1.02,0.31,30.8,1.03,0.32,0.08,0.25,22,0.16,0,0,0.08,0.08,0.08,0,0,12.7,51,63.4,80.5,827.1,212.8,26.8,30.2,88.5,18,21.8,82.7,4.33,7.72,56.1,0.16,0.18,0.18,-0.02,2.13,5.2,1.34,0.24,5.35,0.08,0,0,0.55,0.24,0.08,3.39,0.31,1.02,0,0,0,6.77,0.08,0.55,12.5,58.7,4.33,0.39,0.71,0.24,2.05,0.94,0.63,0.16,1.02,3.62,3.63,2.83,0.63,0,0.16,0.24,0.24,0.16,0,0,0,0,0.08,1.42,0.39,0.79,0.24,0.94,36.4,0.87,1.73,1.02,0,70.6,2.13,0.94,0.24,50,0.24,50,40.6,1.57,0.16,0.63,1.1,48.8,1.81,,,,,,,,,,,,,,,,,,
174,Maxime Estève,fr FRA,DF,Burnley,21,2002,0,0.48,0,0,0.48,0,0,,19.1,0,0,0,0.02,0.02,0.04,-0.02,-0.02,14.5,47.6,56.6,84,801.5,206.8,21.2,23.7,89.8,23.2,25.6,90.6,2.48,5.45,45.6,0,0,0.01,0,0.07,2.83,0,0,2.76,0.41,0,0,1.72,1.1,0,0.34,1.86,0.69,0,0,0,4.28,1.79,1.52,54.2,52,4.55,0.07,0.21,0.34,0,0,0,0,0.69,0.55,0.55,0.41,0,0,0,0.07,0.07,0.07,0,0,0,0,0,1.86,1.03,0.83,0,1.24,56.3,0.76,3.72,3.86,0,67.5,10.9,0.55,0.07,33.3,0,0,35.4,1.03,0.14,0.34,0.21,41.4,0.21,,,,,,,,,,,,,,,,,,
175,Pervis Estupiñán,ec ECU,DF,Brighton,25,1998,0.14,0.8,0.43,54.5,0.8,0.43,0.18,0.33,18.8,0,0,0,0.07,0.07,0.09,0.07,0.07,13.8,58.6,69.7,84.1,850.4,262.1,34.8,38,91.6,19.6,22.7,86.3,2.32,4.64,50,0.22,0.25,0.17,-0.04,1.88,1900-01-04 18:43:12,1.81,0.8,6.01,0.29,0,0,1.59,1.23,0.36,4.71,1.52,0.94,0,0,0.07,6.52,0.87,1.01,46.2,61.7,7.75,0.07,0.22,5.29,0.87,0.43,0.14,0,1.45,3.04,3.04,2.68,0.22,0.07,0,0.14,0.14,0.14,0,0,0,0,0,1.88,0.87,0.8,0.22,1.01,46.7,0.72,3.41,1.45,0,80.4,4.06,2.68,0.65,39.1,0.65,39.1,50.2,3.41,0.94,1.45,0.43,53.3,6.38,,,,,,,,,,,,,,,,,,
176,Jonny Evans,nir NIR,DF,Manchester Utd,35,1988,0,0.06,0,0,0.06,0,0,,5.4,0,0,0,0.01,0.01,0.06,-0.01,-0.01,15.5,47,53.7,87.6,771.1,247.9,20.8,22.6,92.3,22.2,24.1,92,2.58,4.65,55.6,0.06,0.08,0.02,-0.01,0.39,1.87,0.19,0,2.39,0.13,0,0,1.1,0.84,0,0,1.48,0.9,0,0,0,4.52,2.32,1.16,66.7,50.2,3.29,0.06,0,0.19,0,0,0,0,0.45,0.71,0.71,0.71,0,0,0,0.13,0.13,0.13,0,0,0,0,0,1.42,1.29,0.13,0,0.77,57.1,0.45,2.9,4.9,0,64.8,11.9,0.52,0.26,57.1,0.13,28.6,36.6,0.45,0,0.32,0.19,40.3,0.06,,,,,,,,,,,,,,,,,,
177,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,25,1998,0.48,3.6,1.45,40.2,3.59,1.45,0.12,0.3,20.7,0.53,0.04,0.04,0.4,0.36,0.1,0.08,0.07,22.8,30.7,39.9,77,489,141.5,15.5,17.8,87.2,11.1,13.2,84.1,2.68,5.88,45.5,0.18,0.23,0.25,-0.05,2.37,2.11,1.97,0.31,4.08,0.13,0,0,1.18,2.11,0.48,4.69,0.48,0.75,0.04,0.04,0,5.92,0.53,1.05,33.3,33.3,6.32,0.31,0.26,0.22,3.11,1.32,1.01,0.13,0.88,4.82,4.82,2.37,1.18,0.48,0.04,0.48,0.48,0.35,0,0.04,0,0.09,0,1.54,0.18,0.79,0.57,0.66,48.4,1.1,2.02,0.26,0,55.9,0.48,4.52,3.03,49.3,2.81,45.7,34.6,2.98,1.89,3.38,2.11,38.9,6.1,,,,,,,,,,,,,,,,,,
178,Łukasz Fabiański,pl POL,GK,West Ham,38,1985,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,8.0,20,29.9,66.9,657.4,481.5,2.38,2.38,100,8.75,8.75,100,8.75,18.3,47.9,0,0,0,0,0,1,0,0,0.13,0,0,0,0,0,0,0,0.13,0,0,0,0,0.38,0.25,0,100,20.1,9.63,0,0.38,0,0,0,0,0,0.13,0.13,0.12,0.13,0,0,0,0,0,0,0,0,0,0,0,0.13,0.13,0,0,0.13,50,0,0.25,0.5,0,32.5,27.8,0,0,,0,,17.5,0,0,0,0,11.8,0,,,,,,,,,,,,,,,,,,
179,Romain Faivre,fr FRA,"MF,FW",Bournemouth,25,1998,0,4,0,0,4.39,0,0,,17,0,0,0,0.4,0.4,0.08,-0.4,-0.4,0.5,38,52,73.1,502,228,18,24,75,14,14,100,2,6,33.3,0,0,0,0,0,4,2,0,10,2,0,0,4,8,0,6,0,2,0,0,0,2,0,2,0,50,2,0,0,0,0,0,0,0,0,2,2.2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,74,2,6,4,28.6,6,42.9,48,8,0,6,2,62,8,,,,,,,,,,,,,,,,,,
180,Ansu Fati,es ESP,"MF,FW",Brighton,20,2002,0.34,4.48,1.9,42.3,4.49,1.9,0.08,0.18,14.6,0,0,0,0.59,0.59,0.13,-0.24,-0.24,5.8,30.7,36.2,84.8,402.1,89.3,20.2,21.4,94.4,7.07,8.62,82,1.72,1.9,90.9,0,0.14,0.1,-0.14,1.03,2.41,1.21,0,4.83,0.34,0,0,1.03,2.24,0.34,0.52,0.52,0.52,0,0,0,3.79,0.17,1.72,9.1,35,0.69,0.17,0.17,0,0,0,0,0,1.72,3.97,3.96,2.76,0,0.17,0.17,0.52,0.52,0.34,0,0,0.17,0,0,0.86,0.17,0.34,0.34,0.17,9.1,1.38,1.38,0.52,0,51.7,0.69,7.41,0.86,27.8,1.55,50,36.6,2.76,1.55,2.59,1.72,41,8.62,,,,,,,,,,,,,,,,,,
181,Felipe,br BRA,DF,Nott'ham Forest,34,1989,0,0.71,0,0,0.72,0,0,,16.6,0,0,0,0.02,0.02,0.04,-0.02,-0.02,4.2,43.6,51.2,85.1,870,336.2,14.5,16.7,87.1,23.1,25,92.4,5,7.86,63.6,0,0.02,0,-0.02,0.48,2.38,0,0,1.43,0.95,0,0,2.38,0.48,0,0,0.95,2.14,0,0,0,4.76,3.33,1.43,70,49,1.9,0,0.24,0.24,0,0,0,0,0.24,0.95,0.97,0.48,0,0,0.24,0,0,0,0,0,0,0,0,2.86,2.14,0.71,0,2.14,75,0.71,3.81,2.86,0,61.2,5.24,0.95,0.24,50,0.24,50,35,0.24,0,0.71,0.24,37.1,0,,,,,,,,,,,,,,,,,,
182,Evan Ferguson,ie IRL,FW,Brighton,18,2004,0.39,2.17,1.32,60.6,2.17,1.32,0.18,0.3,15.5,0,0,0,0.3,0.3,0.14,0.09,0.09,15.2,16.1,19.9,80.5,199.2,23,10.3,11.8,86.7,3.55,4.14,85.7,0.72,0.99,73.3,0,0.03,0.05,-0.03,0.39,0.72,0.26,0,0.99,0.07,0,0,1.58,1.64,0.33,0.07,0.13,0.39,0.07,0,0,1.64,0.86,1.18,41.9,17.7,2.11,0.07,0,0,0,0,0,0,0.86,1.45,1.45,0.99,0,0.13,0.07,0.07,0.07,0,0,0,0,0.07,0,0.92,0.26,0.46,0.2,0.33,35.7,0.46,1.05,0.53,0,29.5,0.86,2.96,0.46,43.8,0.39,37.5,18.8,0.86,0.33,2.63,2.04,22.1,4.08,,,,,,,,,,,,,,,,,,
183,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28,1994,0.29,2.6,1.01,38.9,2.6,1.01,0.07,0.17,22.8,0.32,0.12,0.14,0.29,0.18,0.07,0,0,34.6,46,63,73,820.9,296.9,22.1,25.3,87.4,15.4,20.2,76.2,6.62,12.5,53,0.23,0.34,0.29,-0.11,3.29,5.4,2.57,0.29,8.58,0.26,0,0,1.18,0.81,0.38,6.45,0.78,1.1,0,0,0,5.78,0.61,0.72,45.7,54.1,8.21,0.87,0.64,0.64,4.36,1.33,1.59,0.23,1.79,6.07,6.06,4.13,1.39,0.2,0.06,0.55,0.55,0.35,0.09,0.06,0.06,0,0,1.97,0.78,0.72,0.46,0.87,34.1,1.24,2.75,1.45,0.06,74.7,2.77,3.03,0.55,43.2,0.61,47.7,39.5,2.49,0.66,1.39,1.01,49.6,5.26,,,,,,,,,,,,,,,,,,
184,Enzo Fernández,ar ARG,MF,Chelsea,22,2001,0.12,1.84,0.53,28.9,1.83,0.53,0.04,0.15,21.3,0.08,0.04,0.08,0.25,0.19,0.1,-0.13,-0.11,24.5,64.2,76,84.5,1174.5,343.5,27.5,30.3,90.8,27,30.4,88.8,8,11.1,71.8,0.08,0.14,0.15,-0.06,1.31,7.22,1.76,0.16,8.57,0.29,0,0,1.35,1.27,0.16,1.84,0.69,0.9,0.04,0.04,0,4.98,0.86,0.94,47.7,71.7,3.63,0.86,1.14,0.2,0.9,0.16,0.29,0,1.22,3.35,3.34,2.82,0.2,0,0,0.29,0.29,0.2,0.04,0,0,0.04,0,2.04,0.9,0.73,0.41,1.1,41.5,0.94,2.73,1.14,0,86.9,2.73,1.92,0.94,52.3,0.69,38.6,53.7,2.12,0.33,1.18,0.98,68.4,2.2,,,,,,,,,,,,,,,,,,
185,John Fleck,sct SCO,"MF,DF",Sheffield Utd,31,1991,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,1.0,29,40,72.5,408,88,21,27,77.8,7,9,77.8,1,2,50,0,0.4,0.3,-0.4,2,1,1,0,3,1,0,0,2,2,0,0,0,0,0,0,0,5,2,7,22.2,36,4,1,0,0,0,0,0,0,0,4,3.91,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,49,3,1,0,0,0,0,19,2,0,2,0,27,0,,,,,,,,,,,,,,,,,,
186,Mark Flekken,nl NED,GK,Brentford,30,1993,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,36.5,31,43.3,71.6,896.8,613.3,4.36,4.41,98.8,15.8,15.9,99.1,10.8,22.8,47.4,0.03,0.01,0.01,0.01,0.11,1.01,0.03,0,0.14,0.08,0,0,0.05,0.11,0,0,0,0.03,0,0.03,0,1.12,0.27,0.03,90.9,30.7,12.5,0,0.14,0,0,0,0,0,0,0.27,0.27,0.08,0.19,0,0,0.08,0.08,0.03,0.05,0,0,0,0,0.03,0.03,0,0,0.03,20,0.03,0.03,0.47,0.03,45.4,34.7,0,0.08,75,0.03,25,25.5,0,0,0,0,22.2,0,,,,,,,,,,,,,,,,,,
187,Phil Foden,eng ENG,"FW,MF",Manchester City,23,2000,0.6,3.31,1.51,45.7,3.31,1.51,0.18,0.4,18.5,0.13,0,0,0.32,0.32,0.1,0.27,0.27,31.7,47.7,55.7,85.5,641.9,118.9,31.2,33.2,94,12.2,14.2,86.4,2.15,4.26,50.4,0.25,0.26,0.22,-0.01,2.3,2.24,1.8,0.16,5.3,0.06,0,0,0.44,1.89,0.16,2.81,0.41,0.63,0,0.03,0,4.01,0.19,0.54,26.1,53.1,2.49,0.47,0.19,0.13,1.58,0.82,0.44,0,1.55,4.54,4.54,3.5,0.28,0.28,0.03,0.66,0.66,0.5,0.03,0.03,0,0.09,0,0.98,0.35,0.32,0.32,0.41,41.9,0.95,1.39,0.57,0.03,67.7,0.69,5.99,1.48,46.1,1.45,45.1,45.3,2.93,1.77,1.96,1.55,55.3,8.49,,,,,,,,,,,,,,,,,,
188,Wes Foderingham,eng ENG,GK,Sheffield Utd,32,1991,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,29.4,20.2,35.9,56.5,666.4,534.1,3.44,3.47,99,8.16,8.5,96,8.64,23.5,36.8,0,0,0,0,0.03,0.65,0.07,0,0,0.07,0,0,0.03,0.41,0,0,0,0.1,0,0,0.03,1.05,0.03,0.03,50,22.4,13.1,0,0.14,0,0,0,0,0,0.03,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0.17,83.3,0,0.17,0.61,0.2,39.3,32.1,0,0.07,100,0,0,19.5,0,0,0.03,0.03,13.2,0,,,,,,,,,,,,,,,,,,
189,Pablo Fornals,es ESP,"MF,FW",West Ham,27,1996,0,1.49,0.64,42.9,1.48,0.63,0,0,20.1,0,0,0,0.06,0.06,0.04,-0.06,-0.06,4.7,34.5,44.7,77.1,553.6,151.7,17.7,20.4,86.5,12.8,16,80,2.55,4.26,60,0,0.06,0.06,-0.06,1.06,4.04,1.28,0.21,6.17,0,0,0,0.64,1.06,0.21,1.7,1.28,1.28,0,0,0,5.53,0.64,1.28,33.3,43.4,1.28,0,0.43,0.43,0,0,0,0,1.28,3.4,3.37,2.77,0,0,0.43,0.21,0.21,0,0,0,0,0,0.21,2.13,0.85,0.64,0.64,1.06,31.3,1.49,3.4,1.49,0,58.9,1.49,4.26,1.28,50,1.06,41.7,33.2,0.85,0.43,1.7,1.7,37.4,5.74,,,,,,,,,,,,,,,,,,
190,Omari Forson,eng ENG,FW,Manchester Utd,19,2004,0,1.25,0,0,1.29,0,0,,21.6,0,0,0,0,0,0.03,0,0,0.8,37.5,41.3,90.9,466.3,97.5,21.3,21.3,100,12.5,15,83.3,0,0,,1.25,0.25,0,1,2.5,2.5,1.25,0,2.5,0,0,0,1.25,0,0,0,0,0,0,0,0,2.5,0,2.5,0,40,1.25,0,0,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,2.5,0,1.25,100,0,2.5,0,0,48.8,0,1.25,1.25,50,1.25,50,36.3,1.25,0,1.25,0,38.8,2.5,,,,,,,,,,,,,,,,,,
191,Lyle Foster,za RSA,"FW,MF",Burnley,22,2000,0.24,1.61,0.76,47.1,1.61,0.76,0.15,0.31,14.6,0,0,0,0.21,0.21,0.13,0.02,0.02,21.1,14.8,21.8,67.7,211.9,39.6,9.34,12.7,73.5,4.31,5.88,73.4,0.66,0.95,70,0.14,0.09,0.06,0.05,0.9,1,0.57,0,1.75,0,0.05,0,1.14,0.52,0.66,0.14,0.14,0.47,0,0,0,2.42,2.37,5.02,32.1,20.4,1.37,0.14,0.24,0.19,0,0,0,0,0.76,1.94,1.95,1.66,0,0.09,0,0.19,0.19,0.19,0,0,0,0,0,0.9,0.24,0.28,0.38,0.28,35.3,0.47,1.04,1.61,0,32.8,1.94,4.41,0.9,48.7,0.85,46.2,18,2.61,1.71,3.27,1.56,22.7,4.93,,,,,,,,,,,,,,,,,,
192,Matheus França,br BRA,"MF,FW",Crystal Palace,19,2004,0,3.08,0.77,25,3.1,0.78,0,0,21.8,0,0,0,0.15,0.15,0.05,-0.15,-0.15,2.6,19.6,30.4,64.6,350,98.5,7.69,11.2,69,9.23,11.2,82.8,1.92,5,38.5,0.38,0.35,0.19,0.04,2.31,1.54,0.77,0,3.08,0.38,0,0,2.31,0.77,0.77,5.38,0.38,1.15,0.38,0,0,6.54,0.38,1.92,16.7,26.5,3.85,0,0.38,0,3.46,1.92,0.77,0,1.92,3.08,3.1,1.54,1.15,0,0,0.77,0.78,0.38,0,0,0,0.38,0,1.15,0.77,0.38,0,0.38,14.3,1.54,1.54,0.38,0,45.8,1.15,3.46,1.54,28.6,3.46,64.3,31.2,4.62,1.92,1.54,2.69,28.1,4.62,,,,,,,,,,,,,,,,,,
193,Nathan Fraser,ie IRL,FW,Wolves,18,2005,0,1.43,0.95,66.7,1.45,0.97,0,0,16.6,0,0,0,0.14,0.14,0.11,-0.14,-0.14,2.1,15.7,20,78.6,181,21.4,11.4,12.9,88.9,3.33,4.76,70,0,0,,0,0.05,0.05,-0.05,0.95,0,0.95,0,0.95,0.48,0,0,2.38,1.43,0,0,0.48,0.95,0,0,0,3.81,1.43,4.29,25,18.6,1.43,0,0,0,0,0,0,0,1.43,2.86,2.92,2.38,0,0,0,0,0,0,0,0,0,0,0,2.38,0.95,0.48,0.95,0.48,33.3,0.48,2.86,0.95,0,29.5,1.9,2.38,0,,0,,15.2,0.48,0.48,1.9,0.95,18.6,10,,,,,,,,,,,,,,,,,,
194,Cody Gakpo,nl NED,"FW,MF",Liverpool,24,1999,0.44,3.61,1.31,36.4,3.6,1.31,0.12,0.33,15.4,0,0,0,0.49,0.49,0.14,-0.05,-0.05,18.3,23.8,30.8,77.3,335,95,14.5,17.2,84.4,7.43,10,74.3,0.98,1.31,75,0.27,0.16,0.15,0.11,1.37,2.35,1.75,0.27,4.54,0.05,0,0,1.53,2.08,0.44,1.15,0.77,0.93,0,0,0,4.43,1.75,1.48,54.2,29.9,0.82,0.05,0.11,0.33,0,0,0,0,0.82,3.99,3.98,2.57,0.05,0.33,0.11,0.55,0.55,0.33,0,0.05,0.11,0.05,0,1.48,0.44,0.77,0.27,0.44,32,0.93,2.24,0.38,0,44.2,0.82,5.85,1.69,57.4,0.93,31.5,30,2.35,0.71,2.4,1.75,33.8,7.1,,,,,,,,,,,,,,,,,,
